SentenceID	Model	Smoothing	LogProbability
163	2-gram	add_one	-54.3641
164	2-gram	add_one	-63.3860
165	2-gram	add_one	-63.3856
166	2-gram	add_one	-63.3875
167	2-gram	add_one	-54.3620
168	2-gram	add_one	-54.3632
169	2-gram	add_one	-62.6949
170	2-gram	add_one	-63.3860
171	2-gram	add_one	-61.0881
172	2-gram	add_one	-53.6760
173	2-gram	add_one	-72.4139
174	2-gram	add_one	-63.3901
175	2-gram	add_one	-71.7209
176	2-gram	add_one	-54.3629
177	2-gram	add_one	-63.3894
178	2-gram	add_one	-72.4150
179	2-gram	add_one	-54.3626
180	2-gram	add_one	-62.6946
181	2-gram	add_one	-61.0881
182	2-gram	add_one	-62.6949
183	2-gram	add_one	-62.6952
184	2-gram	add_one	-63.3854
185	2-gram	add_one	-63.3854
186	2-gram	add_one	-54.3615
187	2-gram	add_one	-52.7638
188	2-gram	add_one	-63.3877
189	2-gram	add_one	-63.3894
190	2-gram	add_one	-63.3854
191	2-gram	add_one	-72.4181
192	2-gram	add_one	-54.3629
193	2-gram	add_one	-63.3881
194	2-gram	add_one	-54.3613
195	2-gram	add_one	-54.3632
196	2-gram	add_one	-63.3854
197	2-gram	add_one	-72.4137
198	2-gram	add_one	-63.3876
199	2-gram	add_one	-63.3881
200	2-gram	add_one	-54.3690
201	2-gram	add_one	-62.6946
202	2-gram	add_one	-71.7205
203	2-gram	add_one	-72.4139
204	2-gram	add_one	-54.3613
205	2-gram	add_one	-63.3876
206	2-gram	add_one	-63.3859
207	2-gram	add_one	-72.4141
208	2-gram	add_one	-52.0647
209	2-gram	add_one	-63.3859
210	2-gram	add_one	-63.3858
211	2-gram	add_one	-62.6929
212	2-gram	add_one	-71.7209
213	2-gram	add_one	-71.7223
214	2-gram	add_one	-63.3880
215	2-gram	add_one	-54.3629
216	2-gram	add_one	-63.3877
217	2-gram	add_one	-54.3627
218	2-gram	add_one	-71.7205
219	2-gram	add_one	-63.3856
220	2-gram	add_one	-71.7264
221	2-gram	add_one	-71.7206
222	2-gram	add_one	-71.7223
223	2-gram	add_one	-81.4384
224	2-gram	add_one	-72.4138
225	2-gram	add_one	-63.3922
226	2-gram	add_one	-62.6929
227	2-gram	add_one	-54.3611
228	2-gram	add_one	-63.3876
229	2-gram	add_one	-71.7209
230	2-gram	add_one	-54.3626
231	2-gram	add_one	-63.3876
232	2-gram	add_one	-62.6949
233	2-gram	add_one	-63.3869
234	2-gram	add_one	-54.3627
235	2-gram	add_one	-81.4384
236	2-gram	add_one	-63.3880
237	2-gram	add_one	-63.3878
238	2-gram	add_one	-72.4138
239	2-gram	add_one	-54.3608
240	2-gram	add_one	-54.3630
241	2-gram	add_one	-54.3641
242	2-gram	add_one	-63.3877
243	2-gram	add_one	-63.3860
244	2-gram	add_one	-63.3869
245	2-gram	add_one	-54.3609
246	2-gram	add_one	-72.4137
247	2-gram	add_one	-72.4139
248	2-gram	add_one	-54.3608
249	2-gram	add_one	-62.6949
250	2-gram	add_one	-54.3609
251	2-gram	add_one	-54.3629
252	2-gram	add_one	-54.3608
253	2-gram	add_one	-63.3882
254	2-gram	add_one	-72.4137
255	2-gram	add_one	-54.3626
256	2-gram	add_one	-62.6952
257	2-gram	add_one	-72.4135
258	2-gram	add_one	-63.3857
259	2-gram	add_one	-72.4138
260	2-gram	add_one	-72.4139
261	2-gram	add_one	-54.3632
262	2-gram	add_one	-62.6946
263	2-gram	add_one	-63.3854
264	2-gram	add_one	-53.6682
265	2-gram	add_one	-54.3608
266	2-gram	add_one	-61.0934
267	2-gram	add_one	-63.3875
268	2-gram	add_one	-72.4125
269	2-gram	add_one	-62.6946
270	2-gram	add_one	-63.3882
271	2-gram	add_one	-63.3854
272	2-gram	add_one	-54.3615
273	2-gram	add_one	-61.0881
274	2-gram	add_one	-63.3859
275	2-gram	add_one	-63.3876
276	2-gram	add_one	-63.3859
277	2-gram	add_one	-63.3881
278	2-gram	add_one	-71.7220
279	2-gram	add_one	-71.7211
280	2-gram	add_one	-62.6947
281	2-gram	add_one	-63.3856
282	2-gram	add_one	-71.7209
283	2-gram	add_one	-63.3876
284	2-gram	add_one	-62.6964
285	2-gram	add_one	-63.3876
286	2-gram	add_one	-54.3608
287	2-gram	add_one	-54.3627
288	2-gram	add_one	-63.3869
289	2-gram	add_one	-72.4103
290	2-gram	add_one	-54.3609
291	2-gram	add_one	-54.3641
292	2-gram	add_one	-54.3626
293	2-gram	add_one	-53.6756
294	2-gram	add_one	-54.3641
295	2-gram	add_one	-63.3877
296	2-gram	add_one	-63.3881
297	2-gram	add_one	-63.3876
298	2-gram	add_one	-61.0934
299	2-gram	add_one	-72.4141
300	2-gram	add_one	-62.7005
301	2-gram	add_one	-54.3629
302	2-gram	add_one	-54.3627
303	2-gram	add_one	-72.4139
304	2-gram	add_one	-53.6692
305	2-gram	add_one	-72.4137
306	2-gram	add_one	-72.4140
307	2-gram	add_one	-54.3626
308	2-gram	add_one	-52.9769
309	2-gram	add_one	-63.3881
310	2-gram	add_one	-72.4138
311	2-gram	add_one	-71.7220
312	2-gram	add_one	-71.7209
313	2-gram	add_one	-63.3876
314	2-gram	add_one	-62.6963
315	2-gram	add_one	-63.3890
316	2-gram	add_one	-54.3608
317	2-gram	add_one	-63.3922
318	2-gram	add_one	-53.2640
319	2-gram	add_one	-61.0890
320	2-gram	add_one	-54.3629
321	2-gram	add_one	-54.3611
322	2-gram	add_one	-54.3629
323	2-gram	add_one	-54.3608
324	2-gram	add_one	-62.6960
325	2-gram	add_one	-54.3629
326	2-gram	add_one	-63.3860
327	2-gram	add_one	-63.3859
328	2-gram	add_one	-54.3630
329	2-gram	add_one	-63.3877
330	2-gram	add_one	-54.3609
331	2-gram	add_one	-54.3629
332	2-gram	add_one	-63.3860
333	2-gram	add_one	-63.3860
334	2-gram	add_one	-54.3630
335	2-gram	add_one	-63.3860
336	2-gram	add_one	-63.3888
337	2-gram	add_one	-63.3876
338	2-gram	add_one	-54.3612
339	2-gram	add_one	-54.3631
340	2-gram	add_one	-72.4140
341	2-gram	add_one	-72.4138
342	2-gram	add_one	-71.7264
343	2-gram	add_one	-54.3629
344	2-gram	add_one	-52.0628
345	2-gram	add_one	-54.3608
346	2-gram	add_one	-54.3690
347	2-gram	add_one	-54.3613
348	2-gram	add_one	-52.9769
349	2-gram	add_one	-54.3629
350	2-gram	add_one	-72.4141
351	2-gram	add_one	-63.3857
352	2-gram	add_one	-72.4137
353	2-gram	add_one	-54.3626
354	2-gram	add_one	-54.3627
355	2-gram	add_one	-54.3629
356	2-gram	add_one	-63.3854
357	2-gram	add_one	-72.4137
358	2-gram	add_one	-54.3690
359	2-gram	add_one	-54.3679
360	2-gram	add_one	-54.3641
361	2-gram	add_one	-54.3626
362	2-gram	add_one	-72.4135
363	2-gram	add_one	-72.4135
364	2-gram	add_one	-72.4135
365	2-gram	add_one	-72.4135
366	2-gram	add_one	-52.0647
367	2-gram	add_one	-54.3626
368	2-gram	add_one	-63.3856
369	2-gram	add_one	-63.3854
370	2-gram	add_one	-53.6692
371	2-gram	add_one	-54.3638
372	2-gram	add_one	-54.3629
373	2-gram	add_one	-62.6946
374	2-gram	add_one	-53.6700
375	2-gram	add_one	-54.3629
376	2-gram	add_one	-63.3876
377	2-gram	add_one	-62.6963
378	2-gram	add_one	-54.3629
379	2-gram	add_one	-63.3890
380	2-gram	add_one	-72.4135
381	2-gram	add_one	-63.3854
382	2-gram	add_one	-63.3859
383	2-gram	add_one	-54.3633
384	2-gram	add_one	-54.3609
385	2-gram	add_one	-63.3876
386	2-gram	add_one	-62.6949
387	2-gram	add_one	-54.3615
388	2-gram	add_one	-54.3629
389	2-gram	add_one	-53.6756
390	2-gram	add_one	-54.3615
391	2-gram	add_one	-61.0892
392	2-gram	add_one	-72.4135
393	2-gram	add_one	-71.7209
394	2-gram	add_one	-54.3609
395	2-gram	add_one	-63.3860
396	2-gram	add_one	-72.4138
397	2-gram	add_one	-63.3859
398	2-gram	add_one	-63.3854
399	2-gram	add_one	-71.7211
400	2-gram	add_one	-63.3856
401	2-gram	add_one	-61.0934
402	2-gram	add_one	-62.6946
403	2-gram	add_one	-63.3862
404	2-gram	add_one	-54.3627
405	2-gram	add_one	-61.0890
406	2-gram	add_one	-53.2661
407	2-gram	add_one	-62.6964
408	2-gram	add_one	-63.3876
409	2-gram	add_one	-63.3862
410	2-gram	add_one	-63.3877
411	2-gram	add_one	-62.6925
412	2-gram	add_one	-54.3613
413	2-gram	add_one	-63.3882
414	2-gram	add_one	-63.3858
415	2-gram	add_one	-54.3612
416	2-gram	add_one	-72.4135
417	2-gram	add_one	-72.4140
418	2-gram	add_one	-71.7209
419	2-gram	add_one	-72.4137
420	2-gram	add_one	-63.3876
421	2-gram	add_one	-54.3611
422	2-gram	add_one	-72.4135
423	2-gram	add_one	-72.4139
424	2-gram	add_one	-54.3611
425	2-gram	add_one	-62.7005
426	2-gram	add_one	-54.3611
427	2-gram	add_one	-62.6947
428	2-gram	add_one	-54.3626
429	2-gram	add_one	-72.4135
430	2-gram	add_one	-62.6949
431	2-gram	add_one	-54.3609
432	2-gram	add_one	-63.3880
433	2-gram	add_one	-61.0892
434	2-gram	add_one	-54.3615
435	2-gram	add_one	-72.4135
436	2-gram	add_one	-71.7264
437	2-gram	add_one	-54.3615
438	2-gram	add_one	-63.3869
439	2-gram	add_one	-72.4147
440	2-gram	add_one	-63.3878
441	2-gram	add_one	-72.4137
442	2-gram	add_one	-54.3626
443	2-gram	add_one	-63.3882
444	2-gram	add_one	-63.3876
445	2-gram	add_one	-72.4141
446	2-gram	add_one	-63.3860
447	2-gram	add_one	-63.3882
448	2-gram	add_one	-62.6946
449	2-gram	add_one	-63.3856
450	2-gram	add_one	-54.3626
451	2-gram	add_one	-71.7220
452	2-gram	add_one	-52.0628
453	2-gram	add_one	-61.0893
454	2-gram	add_one	-63.3856
455	2-gram	add_one	-71.7209
456	2-gram	add_one	-63.3854
457	2-gram	add_one	-54.3629
458	2-gram	add_one	-63.3854
459	2-gram	add_one	-54.3623
460	2-gram	add_one	-63.3857
461	2-gram	add_one	-54.3626
462	2-gram	add_one	-52.7638
463	2-gram	add_one	-54.3612
464	2-gram	add_one	-54.3614
465	2-gram	add_one	-54.3614
466	2-gram	add_one	-63.3856
467	2-gram	add_one	-63.3876
468	2-gram	add_one	-54.3613
469	2-gram	add_one	-72.4140
470	2-gram	add_one	-72.4135
471	2-gram	add_one	-63.3880
472	2-gram	add_one	-63.3894
473	2-gram	add_one	-54.3609
474	2-gram	add_one	-63.3901
475	2-gram	add_one	-72.4141
476	2-gram	add_one	-63.3876
477	2-gram	add_one	-72.4135
478	2-gram	add_one	-63.3876
479	2-gram	add_one	-72.4153
480	2-gram	add_one	-62.6964
481	2-gram	add_one	-54.3609
482	2-gram	add_one	-72.4181
483	2-gram	add_one	-53.2640
484	2-gram	add_one	-63.3878
485	2-gram	add_one	-63.3890
486	2-gram	add_one	-54.3609
487	2-gram	add_one	-54.3614
488	2-gram	add_one	-71.7220
489	2-gram	add_one	-53.6696
490	2-gram	add_one	-63.3880
491	2-gram	add_one	-54.3629
492	2-gram	add_one	-62.6926
493	2-gram	add_one	-62.6960
494	2-gram	add_one	-63.3877
495	2-gram	add_one	-63.3876
496	2-gram	add_one	-54.3613
497	2-gram	add_one	-52.9751
498	2-gram	add_one	-54.3609
499	2-gram	add_one	-63.3876
500	2-gram	add_one	-72.4140
501	2-gram	add_one	-54.3608
502	2-gram	add_one	-71.7223
503	2-gram	add_one	-54.3629
504	2-gram	add_one	-63.3881
505	2-gram	add_one	-72.4147
506	2-gram	add_one	-71.7220
507	2-gram	add_one	-54.3609
508	2-gram	add_one	-63.3857
509	2-gram	add_one	-54.3614
510	2-gram	add_one	-54.3608
511	2-gram	add_one	-54.3608
512	2-gram	add_one	-72.4135
513	2-gram	add_one	-54.3632
514	2-gram	add_one	-54.3626
515	2-gram	add_one	-72.4135
516	2-gram	add_one	-63.3857
517	2-gram	add_one	-54.3613
518	2-gram	add_one	-72.4135
519	2-gram	add_one	-72.4140
520	2-gram	add_one	-63.3876
521	2-gram	add_one	-63.3857
522	2-gram	add_one	-72.4135
523	2-gram	add_one	-62.6946
524	2-gram	add_one	-63.3857
525	2-gram	add_one	-54.3629
526	2-gram	add_one	-54.3608
527	2-gram	add_one	-63.3854
528	2-gram	add_one	-63.3857
529	2-gram	add_one	-52.0647
530	2-gram	add_one	-72.4138
531	2-gram	add_one	-52.0647
532	2-gram	add_one	-63.3856
533	2-gram	add_one	-63.3881
534	2-gram	add_one	-72.4135
535	2-gram	add_one	-63.3854
536	2-gram	add_one	-54.3609
537	2-gram	add_one	-71.7220
538	2-gram	add_one	-63.3880
539	2-gram	add_one	-72.4137
540	2-gram	add_one	-52.7574
541	2-gram	add_one	-54.3608
542	2-gram	add_one	-54.3612
543	2-gram	add_one	-62.6963
544	2-gram	add_one	-54.3626
545	2-gram	add_one	-54.3608
546	2-gram	add_one	-53.2640
547	2-gram	add_one	-72.4153
548	2-gram	add_one	-54.3629
549	2-gram	add_one	-54.3609
550	2-gram	add_one	-54.3611
551	2-gram	add_one	-54.3611
552	2-gram	add_one	-54.3627
553	2-gram	add_one	-72.4135
554	2-gram	add_one	-63.3857
555	2-gram	add_one	-63.3858
556	2-gram	add_one	-54.3626
557	2-gram	add_one	-63.3880
558	2-gram	add_one	-72.4138
559	2-gram	add_one	-52.9769
560	2-gram	add_one	-54.3609
561	2-gram	add_one	-63.3894
562	2-gram	add_one	-54.3632
563	2-gram	add_one	-54.3627
564	2-gram	add_one	-52.0647
565	2-gram	add_one	-72.4139
566	2-gram	add_one	-62.7005
567	2-gram	add_one	-54.3632
568	2-gram	add_one	-53.6756
569	2-gram	add_one	-54.3632
570	2-gram	add_one	-72.4135
571	2-gram	add_one	-72.4137
572	2-gram	add_one	-54.3626
573	2-gram	add_one	-63.3878
574	2-gram	add_one	-71.7222
575	2-gram	add_one	-63.3856
576	2-gram	add_one	-71.7209
577	2-gram	add_one	-63.3854
578	2-gram	add_one	-63.3876
579	2-gram	add_one	-62.6946
580	2-gram	add_one	-72.4147
581	2-gram	add_one	-61.0893
582	2-gram	add_one	-63.3876
583	2-gram	add_one	-54.3608
584	2-gram	add_one	-63.3881
585	2-gram	add_one	-54.3620
586	2-gram	add_one	-63.3922
587	2-gram	add_one	-54.3631
588	2-gram	add_one	-72.4137
589	2-gram	add_one	-54.3608
590	2-gram	add_one	-54.3608
591	2-gram	add_one	-63.3857
592	2-gram	add_one	-72.4140
593	2-gram	add_one	-63.3877
594	2-gram	add_one	-63.3901
595	2-gram	add_one	-54.3608
596	2-gram	add_one	-63.3877
597	2-gram	add_one	-54.3608
598	2-gram	add_one	-63.3854
599	2-gram	add_one	-71.7206
600	2-gram	add_one	-72.4137
601	2-gram	add_one	-53.6696
602	2-gram	add_one	-62.6949
603	2-gram	add_one	-63.3866
604	2-gram	add_one	-63.3882
605	2-gram	add_one	-71.7205
606	2-gram	add_one	-71.7220
607	2-gram	add_one	-62.6960
608	2-gram	add_one	-54.3608
609	2-gram	add_one	-71.7205
610	2-gram	add_one	-63.3857
611	2-gram	add_one	-54.3613
612	2-gram	add_one	-63.3859
613	2-gram	add_one	-62.6963
614	2-gram	add_one	-54.3609
615	2-gram	add_one	-72.4138
616	2-gram	add_one	-63.3880
617	2-gram	add_one	-71.7211
618	2-gram	add_one	-71.7209
619	2-gram	add_one	-54.3612
620	2-gram	add_one	-61.0892
621	2-gram	add_one	-63.3878
622	2-gram	add_one	-63.3857
623	2-gram	add_one	-63.3854
624	2-gram	add_one	-63.3862
625	2-gram	add_one	-54.3608
626	2-gram	add_one	-54.3633
627	2-gram	add_one	-63.3877
628	2-gram	add_one	-54.3609
629	2-gram	add_one	-63.3857
630	2-gram	add_one	-62.6946
631	2-gram	add_one	-63.3859
632	2-gram	add_one	-63.3859
633	2-gram	add_one	-54.3609
634	2-gram	add_one	-54.3629
635	2-gram	add_one	-63.3859
636	2-gram	add_one	-52.7638
637	2-gram	add_one	-52.9769
638	2-gram	add_one	-63.3856
639	2-gram	add_one	-62.6929
640	2-gram	add_one	-54.3629
641	2-gram	add_one	-52.9751
642	2-gram	add_one	-54.3629
643	2-gram	add_one	-63.3880
644	2-gram	add_one	-63.3880
645	2-gram	add_one	-54.3608
646	2-gram	add_one	-54.3611
647	2-gram	add_one	-71.7205
648	2-gram	add_one	-54.3608
649	2-gram	add_one	-54.3632
650	2-gram	add_one	-54.3613
651	2-gram	add_one	-54.3608
652	2-gram	add_one	-54.3609
653	2-gram	add_one	-54.3608
654	2-gram	add_one	-63.3857
655	2-gram	add_one	-54.3631
656	2-gram	add_one	-63.3854
657	2-gram	add_one	-63.3876
658	2-gram	add_one	-72.4140
659	2-gram	add_one	-72.4147
660	2-gram	add_one	-54.3641
661	2-gram	add_one	-54.3611
662	2-gram	add_one	-63.3876
663	2-gram	add_one	-72.4135
664	2-gram	add_one	-54.3626
665	2-gram	add_one	-62.6960
666	2-gram	add_one	-71.7206
667	2-gram	add_one	-71.7209
668	2-gram	add_one	-63.3882
669	2-gram	add_one	-54.3626
670	2-gram	add_one	-63.3876
671	2-gram	add_one	-54.3632
672	2-gram	add_one	-71.7211
673	2-gram	add_one	-54.3629
674	2-gram	add_one	-54.3630
675	2-gram	add_one	-62.6929
676	2-gram	add_one	-63.3860
677	2-gram	add_one	-54.3613
678	2-gram	add_one	-54.3638
679	2-gram	add_one	-72.4153
680	2-gram	add_one	-53.6696
681	2-gram	add_one	-61.0881
682	2-gram	add_one	-52.0647
683	2-gram	add_one	-52.0647
684	2-gram	add_one	-72.4137
685	2-gram	add_one	-71.7211
686	2-gram	add_one	-53.6700
687	2-gram	add_one	-63.3877
688	2-gram	add_one	-53.2661
689	2-gram	add_one	-72.4103
690	2-gram	add_one	-54.3629
691	2-gram	add_one	-54.3608
692	2-gram	add_one	-71.7223
693	2-gram	add_one	-62.6929
694	2-gram	add_one	-63.3901
695	2-gram	add_one	-63.3876
696	2-gram	add_one	-52.0628
697	2-gram	add_one	-54.3632
698	2-gram	add_one	-72.4153
699	2-gram	add_one	-63.3860
700	2-gram	add_one	-63.3857
701	2-gram	add_one	-61.0890
702	2-gram	add_one	-61.0893
703	2-gram	add_one	-72.4137
704	2-gram	add_one	-62.6946
705	2-gram	add_one	-72.4135
706	2-gram	add_one	-52.0628
707	2-gram	add_one	-54.3613
708	2-gram	add_one	-54.3629
709	2-gram	add_one	-52.7574
710	2-gram	add_one	-63.3877
711	2-gram	add_one	-54.3626
712	2-gram	add_one	-63.3859
713	2-gram	add_one	-63.3877
714	2-gram	add_one	-63.3876
715	2-gram	add_one	-54.3627
716	2-gram	add_one	-63.3854
717	2-gram	add_one	-63.3878
718	2-gram	add_one	-54.3609
719	2-gram	add_one	-63.3856
720	2-gram	add_one	-54.3613
721	2-gram	add_one	-63.3857
722	2-gram	add_one	-54.3609
723	2-gram	add_one	-63.3876
724	2-gram	add_one	-54.3612
725	2-gram	add_one	-54.3632
726	2-gram	add_one	-63.3860
727	2-gram	add_one	-63.3856
728	2-gram	add_one	-72.4139
729	2-gram	add_one	-54.3611
730	2-gram	add_one	-63.3876
731	2-gram	add_one	-54.3627
732	2-gram	add_one	-62.6960
733	2-gram	add_one	-61.0890
734	2-gram	add_one	-72.4135
735	2-gram	add_one	-72.4135
736	2-gram	add_one	-54.3613
737	2-gram	add_one	-61.0890
738	2-gram	add_one	-63.3854
739	2-gram	add_one	-63.3862
740	2-gram	add_one	-54.3609
741	2-gram	add_one	-62.6964
742	2-gram	add_one	-63.3881
743	2-gram	add_one	-63.3877
744	2-gram	add_one	-54.3609
745	2-gram	add_one	-54.3632
746	2-gram	add_one	-72.4135
747	2-gram	add_one	-61.0892
748	2-gram	add_one	-72.4139
749	2-gram	add_one	-63.3857
750	2-gram	add_one	-54.3611
751	2-gram	add_one	-54.3641
752	2-gram	add_one	-63.3881
753	2-gram	add_one	-72.4181
754	2-gram	add_one	-63.3882
755	2-gram	add_one	-63.3857
756	2-gram	add_one	-62.6964
757	2-gram	add_one	-54.3612
758	2-gram	add_one	-72.4135
759	2-gram	add_one	-54.3631
760	2-gram	add_one	-63.3876
761	2-gram	add_one	-63.3856
762	2-gram	add_one	-52.7638
763	2-gram	add_one	-54.3608
764	2-gram	add_one	-62.6964
765	2-gram	add_one	-71.7206
766	2-gram	add_one	-54.3613
767	2-gram	add_one	-52.9751
768	2-gram	add_one	-54.3611
769	2-gram	add_one	-54.3632
770	2-gram	add_one	-63.3888
771	2-gram	add_one	-54.3626
772	2-gram	add_one	-72.4139
773	2-gram	add_one	-62.6960
774	2-gram	add_one	-61.0934
775	2-gram	add_one	-54.3629
776	2-gram	add_one	-63.3876
777	2-gram	add_one	-54.3608
778	2-gram	add_one	-62.6929
779	2-gram	add_one	-63.3901
780	2-gram	add_one	-63.3854
781	2-gram	add_one	-54.3613
782	2-gram	add_one	-54.3620
783	2-gram	add_one	-63.3877
784	2-gram	add_one	-62.6947
785	2-gram	add_one	-54.3609
786	2-gram	add_one	-72.4139
787	2-gram	add_one	-54.3612
788	2-gram	add_one	-63.3856
789	2-gram	add_one	-63.3876
790	2-gram	add_one	-54.3612
791	2-gram	add_one	-62.6952
792	2-gram	add_one	-54.3629
793	2-gram	add_one	-72.4103
794	2-gram	add_one	-54.3613
795	2-gram	add_one	-54.3608
796	2-gram	add_one	-63.3877
797	2-gram	add_one	-53.6760
798	2-gram	add_one	-54.3611
799	2-gram	add_one	-54.3608
800	2-gram	add_one	-63.3876
801	2-gram	add_one	-63.3878
802	2-gram	add_one	-54.3613
803	2-gram	add_one	-54.3611
804	2-gram	add_one	-63.3859
805	2-gram	add_one	-63.3856
806	2-gram	add_one	-54.3608
807	2-gram	add_one	-63.3876
808	2-gram	add_one	-54.3632
809	2-gram	add_one	-63.3890
810	2-gram	add_one	-81.4384
811	2-gram	add_one	-63.3881
812	2-gram	add_one	-52.9769
813	2-gram	add_one	-71.7223
814	2-gram	add_one	-72.4140
815	2-gram	add_one	-54.3608
816	2-gram	add_one	-72.4140
817	2-gram	add_one	-63.3877
818	2-gram	add_one	-54.3629
819	2-gram	add_one	-54.3612
820	2-gram	add_one	-52.9769
821	2-gram	add_one	-54.3613
822	2-gram	add_one	-63.3859
823	2-gram	add_one	-54.3608
824	2-gram	add_one	-72.4103
825	2-gram	add_one	-54.3626
826	2-gram	add_one	-63.3877
827	2-gram	add_one	-53.6682
828	2-gram	add_one	-72.4137
829	2-gram	add_one	-54.3613
830	2-gram	add_one	-54.3632
831	2-gram	add_one	-54.3632
832	2-gram	add_one	-63.3856
833	2-gram	add_one	-54.3612
834	2-gram	add_one	-63.3876
835	2-gram	add_one	-53.6696
836	2-gram	add_one	-72.4150
837	2-gram	add_one	-54.3641
838	2-gram	add_one	-63.3894
839	2-gram	add_one	-54.3611
840	2-gram	add_one	-54.3630
841	2-gram	add_one	-54.3633
842	2-gram	add_one	-63.3876
843	2-gram	add_one	-61.0893
844	2-gram	add_one	-54.3627
845	2-gram	add_one	-63.3859
846	2-gram	add_one	-63.3876
847	2-gram	add_one	-71.7222
848	2-gram	add_one	-63.3881
849	2-gram	add_one	-54.3611
850	2-gram	add_one	-54.3631
851	2-gram	add_one	-72.4135
852	2-gram	add_one	-63.3875
853	2-gram	add_one	-52.9751
854	2-gram	add_one	-63.3876
855	2-gram	add_one	-54.3629
856	2-gram	add_one	-54.3626
857	2-gram	add_one	-63.3856
858	2-gram	add_one	-63.3875
859	2-gram	add_one	-72.4135
860	2-gram	add_one	-72.4138
861	2-gram	add_one	-72.4139
862	2-gram	add_one	-72.4141
863	2-gram	add_one	-54.3609
864	2-gram	add_one	-62.6947
865	2-gram	add_one	-63.3854
866	2-gram	add_one	-54.3611
867	2-gram	add_one	-72.4125
868	2-gram	add_one	-63.3876
869	2-gram	add_one	-63.3860
870	2-gram	add_one	-72.4135
871	2-gram	add_one	-63.3857
872	2-gram	add_one	-61.0890
873	2-gram	add_one	-72.4138
874	2-gram	add_one	-61.0893
875	2-gram	add_one	-72.4135
876	2-gram	add_one	-62.6963
877	2-gram	add_one	-63.3880
878	2-gram	add_one	-54.3608
879	2-gram	add_one	-62.6929
880	2-gram	add_one	-63.3878
881	2-gram	add_one	-72.4138
882	2-gram	add_one	-72.4135
883	2-gram	add_one	-63.3856
884	2-gram	add_one	-54.3626
885	2-gram	add_one	-54.3630
886	2-gram	add_one	-63.3877
887	2-gram	add_one	-54.3614
888	2-gram	add_one	-72.4103
889	2-gram	add_one	-54.3629
890	2-gram	add_one	-54.3613
891	2-gram	add_one	-54.3608
892	2-gram	add_one	-71.7209
893	2-gram	add_one	-54.3641
894	2-gram	add_one	-63.3859
895	2-gram	add_one	-72.4140
896	2-gram	add_one	-54.3611
897	2-gram	add_one	-63.3876
898	2-gram	add_one	-54.3608
899	2-gram	add_one	-63.3856
900	2-gram	add_one	-63.3877
901	2-gram	add_one	-63.3854
902	2-gram	add_one	-81.4384
903	2-gram	add_one	-72.4135
904	2-gram	add_one	-53.6696
905	2-gram	add_one	-63.3856
906	2-gram	add_one	-72.4135
907	2-gram	add_one	-62.6925
908	2-gram	add_one	-54.3629
909	2-gram	add_one	-63.3901
910	2-gram	add_one	-54.3614
911	2-gram	add_one	-54.3632
912	2-gram	add_one	-72.4135
913	2-gram	add_one	-52.7574
914	2-gram	add_one	-54.3627
915	2-gram	add_one	-62.6929
916	2-gram	add_one	-54.3609
917	2-gram	add_one	-54.3626
918	2-gram	add_one	-63.3877
919	2-gram	add_one	-54.3615
920	2-gram	add_one	-53.6756
921	2-gram	add_one	-54.3609
922	2-gram	add_one	-72.4147
923	2-gram	add_one	-54.3626
924	2-gram	add_one	-63.3876
925	2-gram	add_one	-63.3860
926	2-gram	add_one	-63.3876
927	2-gram	add_one	-63.3880
928	2-gram	add_one	-62.7005
929	2-gram	add_one	-61.0892
930	2-gram	add_one	-63.3882
931	2-gram	add_one	-54.3613
932	2-gram	add_one	-53.6700
933	2-gram	add_one	-63.3881
934	2-gram	add_one	-62.6949
935	2-gram	add_one	-54.3690
936	2-gram	add_one	-63.3876
937	2-gram	add_one	-54.3690
938	2-gram	add_one	-63.3881
939	2-gram	add_one	-53.6700
940	2-gram	add_one	-63.3854
941	2-gram	add_one	-52.0628
942	2-gram	add_one	-54.3627
943	2-gram	add_one	-72.4125
944	2-gram	add_one	-71.7209
945	2-gram	add_one	-62.6925
946	2-gram	add_one	-71.7223
947	2-gram	add_one	-54.3627
948	2-gram	add_one	-53.6760
949	2-gram	add_one	-54.3609
950	2-gram	add_one	-71.7209
951	2-gram	add_one	-63.3854
952	2-gram	add_one	-62.6964
953	2-gram	add_one	-72.4137
954	2-gram	add_one	-62.6926
955	2-gram	add_one	-54.3627
956	2-gram	add_one	-54.3629
957	2-gram	add_one	-54.3632
958	2-gram	add_one	-72.4135
959	2-gram	add_one	-54.3629
960	2-gram	add_one	-72.4150
961	2-gram	add_one	-54.3608
962	2-gram	add_one	-54.3629
963	2-gram	add_one	-54.3608
964	2-gram	add_one	-54.3626
965	2-gram	add_one	-62.6947
966	2-gram	add_one	-54.3608
967	2-gram	add_one	-54.3690
968	2-gram	add_one	-63.3878
969	2-gram	add_one	-54.3631
970	2-gram	add_one	-63.3878
971	2-gram	add_one	-63.3875
972	2-gram	add_one	-53.6760
973	2-gram	add_one	-72.4140
974	2-gram	add_one	-54.3629
975	2-gram	add_one	-54.3608
976	2-gram	add_one	-61.0934
977	2-gram	add_one	-62.7005
978	2-gram	add_one	-63.3857
979	2-gram	add_one	-54.3627
980	2-gram	add_one	-63.3854
981	2-gram	add_one	-54.3641
982	2-gram	add_one	-54.3609
983	2-gram	add_one	-62.6925
984	2-gram	add_one	-54.3632
